iter	Logloss	Accuracy
898	0.1734622012	0.9427792916
899	0.17335272	0.9427792916
900	0.1732378398	0.9427792916
901	0.1730085371	0.9427792916
902	0.1729227282	0.9427792916
903	0.1728597523	0.9427792916
904	0.1728224096	0.9427792916
905	0.1727153268	0.9427792916
906	0.1726348786	0.9427792916
907	0.1725617513	0.9427792916
908	0.1725341387	0.9427792916
909	0.1724407678	0.9427792916
910	0.1722182542	0.9427792916
911	0.1722033475	0.9427792916
912	0.1721763969	0.9427792916
913	0.1721343024	0.9427792916
914	0.172054414	0.9427792916
915	0.1719675652	0.9427792916
916	0.1718614222	0.9427792916
917	0.171756606	0.9427792916
918	0.1716800786	0.9414168937
919	0.171482711	0.9414168937
920	0.1714758418	0.9414168937
921	0.1714226412	0.9414168937
922	0.1713644062	0.9414168937
923	0.1713379971	0.9414168937
924	0.1712810318	0.9414168937
925	0.1712360861	0.9414168937
926	0.1711710538	0.9414168937
927	0.1711389976	0.9414168937
928	0.1710462935	0.9414168937
929	0.1709411492	0.9414168937
930	0.1709053912	0.9414168937
931	0.1708713957	0.9414168937
932	0.1707635426	0.9414168937
933	0.170688693	0.9414168937
934	0.1706444168	0.9414168937
935	0.1705705567	0.9414168937
936	0.1705701729	0.9414168937
937	0.1704015637	0.9427792916
938	0.1702237482	0.9427792916
939	0.1701436565	0.9427792916
940	0.1699141157	0.9441416894
941	0.169840833	0.9441416894
942	0.1697541849	0.9441416894
943	0.1696280129	0.9441416894
944	0.169611025	0.9441416894
945	0.1696110222	0.9441416894
946	0.1694846187	0.9441416894
947	0.1693701658	0.9441416894
948	0.16927141	0.9441416894
949	0.1691923653	0.9441416894
950	0.1690445988	0.9441416894
951	0.1688749098	0.9441416894
952	0.1686365422	0.9441416894
953	0.1685743256	0.9441416894
954	0.1683827611	0.9441416894
955	0.1683320595	0.9441416894
956	0.1682896657	0.9441416894
957	0.1682223421	0.9441416894
958	0.1681458652	0.9441416894
959	0.1681282563	0.9441416894
960	0.16795884	0.9441416894
961	0.1679242529	0.9441416894
962	0.167841534	0.9441416894
963	0.1678086313	0.9441416894
964	0.1677463415	0.9441416894
965	0.1676403521	0.9441416894
966	0.1674141414	0.9441416894
967	0.1673917106	0.9441416894
968	0.1673482384	0.9441416894
969	0.1672806425	0.9455040872
970	0.16728064	0.9455040872
971	0.1672539353	0.9441416894
972	0.1672044062	0.9455040872
973	0.1670319122	0.9455040872
974	0.1669221724	0.9455040872
975	0.1667756136	0.9455040872
976	0.1667467283	0.9455040872
977	0.1666194313	0.9441416894
978	0.1665623744	0.946866485
979	0.1664335272	0.946866485
980	0.1662271793	0.9455040872
981	0.1660619697	0.9441416894
982	0.1659979454	0.9455040872
983	0.1658920577	0.946866485
984	0.1658514485	0.946866485
985	0.1657456098	0.946866485
986	0.1656982846	0.946866485
987	0.1656429413	0.9455040872
988	0.1655236741	0.9482288828
989	0.1654289657	0.9482288828
990	0.1653351336	0.946866485
991	0.1651424225	0.9482288828
992	0.1651317115	0.946866485
993	0.165081724	0.9482288828
994	0.1650069224	0.9482288828
995	0.1649940679	0.9482288828
996	0.1648351095	0.9482288828
997	0.1648148771	0.9482288828
998	0.1648113263	0.9482288828
999	0.1646838463	0.9482288828
97279	0.9373297003
999	0.1681936573	0.9373297003
.1640136479	0.956462585
2313
999	0.1675932578	0.9455782313
